TEST_NR;NAME_LANG;NAME_BEFUND_LANG;GESCHLECHT;BIS_ALTER_TAGE;BIS_ALTER_MONATE;BIS_ALTER_JAHRE;BIS_ALTER;NORMALWERT_VON;NORMALWERT_BIS;BEURTEILUNG;QUELLE
1527,0;"Vasoaktives intestin";"Vasoakt. intest. Protein";"u";;;999,0;999,0;32,0;63,0;"";
1531,0;"THC-U";"Cannabis";"u";;;999,0;999,0;;;;
1534,0;"Bemerkung";"Beurteilung:";"u";;;999,0;999,0;;;;
1535,0;"Bromazepam";"Bromazepam";"u";;;999,0;999,0;80,0;150,0;;
1536,0;"Ak g. Herzmuskelanti";"Herzmuskulatur";"u";;;999,0;999,0;;;"< 1: 10";
1541,0;"Ak g. Yo (Purkinje-Z";"Yo";"u";;;999,0;999,0;;;"negativ";
1546,0;"Nachweis fetaler (Hb";"Nachweis fetaler (Hb-F-Zellen)";"u";;;999,0;999,0;;;;
1547,0;"Clomethiazol";"Clomethiazol";"u";;;999,0;999,0;1,0;3,0;;
1549,0;"Atypische Lymphozyte";"Atypische Zellen";"u";;;999,0;999,0;;;"0";
1550,0;"Gesamteiweiß i.L.";"Gesamteiweiß im Liquor";"u";;2,0;;0,5;;95,0;"";
1550,0;"Gesamteiweiß i.L.";"Gesamteiweiß im Liquor";"u";28,0;;;0,3;;105,0;"";
1550,0;"Gesamteiweiß i.L.";"Gesamteiweiß im Liquor";"u";;;1,0;1,0;;55,0;"";
1550,0;"Gesamteiweiß i.L.";"Gesamteiweiß im Liquor";"u";;;999,0;999,0;15,0;45,0;;
1552,0;"TSH stimuliert";"TSH stimuliert";"u";;;999,0;999,0;;;"";
1552,0;"TSH stimuliert";"TSH stimuliert";"u";;;999,0;999,0;;;;
1553,0;"TSH Differenz";"TSH Differenz";"u";;;999,0;999,0;2,5;25,0;;
1557,0;"Trimipramin";"Trimipramin";"u";;;999,0;999,0;70,0;170,0;;
1563,0;"Opipramol";"Opipramol";"u";;;999,0;999,0;0,0;0,2;;
1564,0;"Propyphenazon";"Propyphenazon";"u";;;999,0;999,0;1,5;12,5;;
1590,0;"Amoxicillin";"Amoxicillin";"u";;;999,0;999,0;;;;
1596,0;"(CD71)";"(CD71)";"u";;;999,0;999,0;;;;
1605,0;"Midazolam";"Midazolam";"u";;;999,0;999,0;80,0;250,0;;
1606,0;"Gräser";"Gräser";"u";;;999,0;999,0;;;;
1611,0;"Sojamilch";"Sojamilch";"u";;;999,0;999,0;;;;
1617,0;"Beta-Lactoglobulin,";"Beta-Lactoglobulin, gekocht";"u";;;999,0;999,0;;;;
1626,0;"Gesamt-T3";"Gesamt-T3";"u";;;999,0;999,0;1,2;2,7;;
1628,0;"(CD61)";"(CD61)";"u";;;999,0;999,0;;;;
1629,0;"(CD64)";"(CD64)";"u";;;999,0;999,0;;;;
1634,0;"Chloramphenicol";"Chloramphenicol";"u";;;999,0;999,0;10,0;20,0;;
1643,0;"Federn";"Federn";"u";;;999,0;999,0;;;;
1667,0;"Getreide";"Getreide";"u";;;999,0;999,0;;;;
1668,0;"Apfel";"Apfel";"u";;;999,0;999,0;;;;
1677,0;"(CD1)";"(CD1)";"u";;;999,0;999,0;;;;
1678,0;"Nahrungsmittel V";"Nahrungsmittel V";"u";;;999,0;999,0;;;;
1680,0;"Basophile Granulozyt";"Basophile";"u";;;999,0;999,0;;2,0;"";
1695,0;"Reis";"Reis";"u";;;999,0;999,0;;;;
1696,0;"Kartoffel";"Kartoffel";"u";;;999,0;999,0;;;;
1716,0;"Schokolade";"Schokolade";"u";;;999,0;999,0;;;;
1744,0;"B{ume I";"Bäume I";"u";;;999,0;999,0;;;;
1745,0;"B{ume II";"Bäume II";"u";;;999,0;999,0;;;;
1749,0;"Promethazin";"Promethazin";"u";;;999,0;999,0;2,0;18,0;;" Arbeitsvorschrift, Neuroleptika 2 XT, Chromsystems (Hiemke)"
1755,0;"Clobazam";"Clobazam";"u";;;999,0;999,0;0,1;0,4;;
1756,0;"(CD16)";"(CD16)";"u";;;999,0;999,0;;;;
1757,0;"(CD56)";"(CD56)";"u";;;999,0;999,0;;;;
1758,0;"(CD57)";"(CD57)";"u";;;999,0;999,0;;;;
1759,0;"Toxoplasma IgG Avidi";"Toxoplasma IgG Avidität (IFT)";"u";;;999,0;999,0;70,0;;;
1760,0;"Albumin i.S.";"Albumin";"u";;;999,0;999,0;3,5;5,5;;
1761,0;"Albumin im Serum";"Albumin";"u";;;999,0;999,0;3,5;5,5;;
1767,0;"Perazin";"Perazin";"u";;;999,0;999,0;2,0;100,0;;
1770,0;"Catecholamine i. H-P";"Catecholamine im Heparin-Pl.";"u";;;999,0;999,0;;;;
1771,0;"Käfigvögel";"Käfigvögel";"u";;;999,0;999,0;;;;
1772,0;"Mehle II";"Mehle II";"u";;;999,0;999,0;;;;
1773,0;"Mehle I";"Mehle I";"u";;;999,0;999,0;;;;
1774,0;"Kräuter I";"Kräuter I";"u";;;999,0;999,0;;;;
1775,0;"Kräuter II";"Kräuter II";"u";;;999,0;999,0;;;;
1776,0;"Blütenmischung I";"Blütenmischung I";"u";;;999,0;999,0;;;;
1777,0;"Blütenmischung II";"Blütenmischung II";"u";;;999,0;999,0;;;;
1778,0;"Flufhafer";"Flufhafer";"u";;;999,0;999,0;;;;
1779,0;"Gerste";"Gerste";"u";;;999,0;999,0;;;;
1780,0;"Glatthafer";"Glatthafer";"u";;;999,0;999,0;;;;
1781,0;"Haasrgerste";"Haasrgerste";"u";;;999,0;999,0;;;;
1782,0;"Hafer";"Hafer";"u";;;999,0;999,0;;;;
1783,0;"Mais";"Mais";"u";;;999,0;999,0;;;;
1784,0;"Weizen";"Weizen";"u";;;999,0;999,0;;;;
1785,0;"Kaninchen/Hasenepith";"Kaninchen/Hasenepithelien";"u";;;999,0;999,0;;;;
1787,0;"Co-Hämoglobin";"Co-Hämoglobin";"u";;;999,0;999,0;;1,0;;
1788,0;"Trichloressigsre.i.U";"Trichloressigsre.i.U.";"u";;;999,0;999,0;;;"negativ";
1789,0;"Ak g. RI (Neuronen-A";"Ri";"u";;;999,0;999,0;;;"negativ";
1790,0;"Ak g. Hu";"Hu";"u";;;999,0;999,0;;;"negativ";
1795,0;"CMV IgG";"CMV IgG";"u";;;999,0;999,0;;;;
1797,0;"Blei i.Urin";"Blei i.Urin";"u";;;999,0;999,0;;;;
1799,0;"CD34-Zellen";"CD34-Zellen";"u";;;999,0;999,0;;;;
1800,0;"Y. enterocolitica Bl";"Y. enterocolitica Blot IgA";"u";;;999,0;999,0;;;"negativ";
1801,0;"Y. enterocolitica Bl";"Y. enterocolitica Blot IgG";"u";;;999,0;999,0;;;"negativ";
1802,0;"Erdbeere";"Erdbeere";"u";;;999,0;999,0;;;;
1803,0;"Paranuß";"Paranuß";"u";;;999,0;999,0;;;;
1804,0;"Neopterin";"Neopterin im Serum";"u";;;999,0;999,0;;;;
1805,0;"Orange";"Orange";"u";;;999,0;999,0;;;;
1806,0;"Glucagon";"Glucagon";"u";;;999,0;999,0;;;;
1808,0;"Walnußbaum";"Walnußbaum";"u";;;999,0;999,0;;;;
1810,0;"(CD45)";"(CD45)";"u";;;999,0;999,0;;;;
1812,0;"Spitzwegerich";"Spitzwegerich";"u";;;999,0;999,0;;;;
1813,0;"Parietaria judaica.";"Parietaria judaica.";"u";;;999,0;999,0;;;;
1814,0;"Pankreolauryl";"Pankreolauryl";"u";;;999,0;999,0;20,0;;;
1815,0;"alpha-2-Makroglobuli";"alpha-2-Makroglobulin im Serum";"u";;;999,0;999,0;1,3;3,0;;
1816,0;"Zolpidem";"Zolpidem";"u";;;999,0;999,0;80,0;150,0;;
1841,0;"Harnsäure i.Urin";"Harnsäure im Urin";"u";;;999,0;999,0;268,0;504,0;;
1843,0;"Bencard";"Bencard";"u";;;999,0;999,0;;;;
1844,0;"Allergopharma";"Allergopharma";"u";;;999,0;999,0;;;;
1867,0;"ATYP-ZE";"Atypische Zellen";"u";;;999,0;999,0;;;;
1884,0;"Kiwi";"Kiwi";"u";;;999,0;999,0;;;;
1885,0;"Mango";"Mango";"u";;;999,0;999,0;;;;
1886,0;"Isocyanat TDI";"Isocyanat TDI";"u";;;999,0;999,0;;;;
1887,0;"Isocyanat MDI";"Isocyanat MDI";"u";;;999,0;999,0;;;;
1888,0;"Isocyanat HDI";"Isocyanat HDI";"u";;;999,0;999,0;;;;
1891,0;"Kobald";"Kobald";"u";;;999,0;999,0;;;;
1892,0;"Nickelsulfat";"Nickelsulfat";"u";;;999,0;999,0;;;;
1893,0;"freies Hb im Urin";"freies Hb im Urin";"u";;;999,0;999,0;;;"negativ";
1899,0;"Tomate";"Tomate";"u";;;999,0;999,0;;;;
1900,0;"(CD62)";"(CD62)";"u";;;999,0;999,0;;;;
1901,0;"(CD63)";"(CD63)";"u";;;999,0;999,0;;;;
1902,0;"Thrombozytenaggregat";"Thrombozytenaggregation";"u";;;999,0;999,0;;;;
1911,0;"PNH-CD14";"CD14 auf Monozyten";"u";;;999,0;999,0;;;;
1914,0;"Meeresfrüchte";"Meeresfrüchte";"u";;;999,0;999,0;;;;
1918,0;"Leptospiren-ELISA-Ig";"Leptospiren IgM (EIA)";"u";;;999,0;999,0;;;"negativ";
1921,0;"CYSTICERCUS-AK";"Zystizerkose (Blot)";"u";;;999,0;999,0;;;"negativ";
1922,0;"Saccharomyces cerevi";"Saccharomyces cerevisiae";"u";;;999,0;999,0;;;;
1923,0;"Alpha-Amylase";"Alpha-Amylase";"u";;;999,0;999,0;;;;
1925,0;"Faktor VIII assoz. A";"Faktor VIII assoz. Ag";"u";;;999,0;999,0;;;;
1927,0;"Cashewkerne";"Cashewkerne";"u";;;999,0;999,0;;;;
1928,0;"Eßkastanie";"Eßkastanie";"u";;;999,0;999,0;;;;
1929,0;"Kokosnuß";"Kokosnuß";"u";;;999,0;999,0;;;;
1930,0;"Kürbiskerne";"Kürbiskerne";"u";;;999,0;999,0;;;;
1931,0;"Mandel";"Mandel";"u";;;999,0;999,0;;;;
1932,0;"Pecannuß";"Pecannuß";"u";;;999,0;999,0;;;;
1933,0;"Pinienkerne";"Pinienkerne";"u";;;999,0;999,0;;;;
1934,0;"Pistazie (echte)";"Pistazie (echte)";"u";;;999,0;999,0;;;;
1952,0;"Propafenon";"Propafenon im Serum";"u";;;999,0;999,0;0,5;3,0;;
1953,0;"Vitamin K";"Vitamin K im Serum";"u";;;999,0;999,0;;;;
1956,0;"Pyruvatkinase";"Pyruvatkinase";"u";;;999,0;999,0;;;;
1957,0;"Sojabohne";"Sojabohne";"u";;;999,0;999,0;;;;
1958,0;"Sojaeiweiß";"Sojaeiweiß";"u";;;999,0;999,0;;;;
1959,0;"Sojamehl";"Sojamehl";"u";;;999,0;999,0;;;;
1960,0;"Steckmücke";"Steckmücke";"u";;;999,0;999,0;;;;
1964,0;"D-Xylose nüchtern";"D-Xylose nüchtern";"u";;;999,0;999,0;;;;
1965,0;"D-Xylose nach 60 min";"D-Xylose nach 60 min";"u";;;999,0;999,0;;;;
1966,0;"Edamer Käse";"Edamer Käse";"u";;;999,0;999,0;;;;
1967,0;"Gouda";"Gouda";"u";;;999,0;999,0;;;;
1968,0;"Putenfleisch";"Putenfleisch";"u";;;999,0;999,0;;;;
1969,0;"Erbse";"Erbse";"u";;;999,0;999,0;;;;
1970,0;"Xylose i.S. 120 min.";"Xylose i.S. 120 min.";"u";;;999,0;999,0;;;;
2001,0;"Hummel";"Hummel";"u";;;999,0;999,0;;;;
2002,0;"Hornissengift";"Hornissengift";"u";;;999,0;999,0;;;;
2006,0;"ATYP-ZE";"Atypische Zellen";"u";;;999,0;999,0;;;;
2010,0;"17KD_G";"17 KD";"u";;;999,0;999,0;;;"negativ";
2011,0;"21KD_G";"21 kD";"u";;;999,0;999,0;;;"negativ";
2012,0;"30KD_G";"30 kD";"u";;;999,0;999,0;;;"negativ";
2013,0;"31KD_G";"31 kD (OspA)";"u";;;999,0;999,0;;;"negativ";
2014,0;"39KD_G";"39 kD";"u";;;999,0;999,0;;;"negativ";
2015,0;"41KD_G";"41 kD (Flagellin)";"u";;;999,0;999,0;;;"negativ";
2016,0;"43KD_G";"43 kD";"u";;;999,0;999,0;;;"negativ";
2017,0;"58KD_G";"58 kD";"u";;;999,0;999,0;;;"negativ";
2018,0;"83KD_M";"83 kD";"u";;;999,0;999,0;;;"negativ";
2019,0;"58KD_M";"58 kD";"u";;;999,0;999,0;;;"negativ";
2020,0;"43KD_M";"43 kD";"u";;;999,0;999,0;;;"negativ";
2021,0;"41KD_M";"41 kD (Flagellin)";"u";;;999,0;999,0;;;"negativ";
2022,0;"39KD_M";"39 kD";"u";;;999,0;999,0;;;"negativ";
2023,0;"31KD_M";"31 kD (OspA)";"u";;;999,0;999,0;;;"negativ";
2024,0;"30KD_M";"30 kD";"u";;;999,0;999,0;;;"negativ";
2025,0;"21KD_M";"21 kD";"u";;;999,0;999,0;;;"negativ";
2026,0;"17KD_M";"17 kD";"u";;;999,0;999,0;;;"negativ";
2027,0;"83KD_G";"83 kD";"u";;;999,0;999,0;;;"negativ";
2028,0;"23KD_G";"23 kD (OspC)";"u";;;999,0;999,0;;;"negativ";
2029,0;"23KD_M";"23 kD (OspC)";"u";;;999,0;999,0;;;"negativ";
2030,0;"(CD42)";"(CD42)";"u";;;999,0;999,0;;;;
2031,0;"Sulfomethoxazol";"Sulfomethoxazol";"u";;;999,0;999,0;;;;
2032,0;"Trimethoprim";"Trimethoprim";"u";;;999,0;999,0;;;;
2044,0;"Flunitrazepam";"Flunitrazepam";"u";;;999,0;999,0;;15,0;;
2045,0;"Metamizol";"Metamizol";"u";;;999,0;999,0;8,0;10,0;;
2062,0;"Doxylamin";"Doxylamin";"u";;;999,0;999,0;0,0;0,1;;
2063,0;"Fluoxetin";"Fluoxetin";"u";;;999,0;999,0;30,0;700,0;;
2064,0;"Flupentixol";"Flupentixol";"u";;;999,0;999,0;5,0;10,0;;
2065,0;"Flurazepam";"Flurazepam";"u";;;999,0;999,0;20,0;100,0;;
2071,0;"Levomepromazin";"Levomepromazin";"u";;;999,0;999,0;20,0;300,0;;
2072,0;"Maprotilin";"Maprotilin";"u";;;999,0;999,0;0,1;0,3;;
2073,0;"Methohexital";"Methohexital";"u";;;999,0;999,0;3,0;10,0;;
2078,0;"Moclobemid";"Moclobemid";"u";;;999,0;999,0;0,5;2,0;;
2082,0;"Parathion";"Parathion";"u";;;999,0;999,0;;;"neg";
2085,0;"Promazin";"Promazin";"u";;;999,0;999,0;0,1;0,4;;
2086,0;"Propranolol";"Propranolol";"u";;;999,0;999,0;50,0;300,0;;
2091,0;"Lidocain";"Lidocain";"u";;;999,0;999,0;1,5;5,0;;
2095,0;"Thiopental";"Thiopental";"u";;;999,0;999,0;1,0;5,0;;
2096,0;"Thioridazin";"Thioridazin";"u";;;999,0;999,0;0,1;2,5;;
2100,0;"Trimethoprim";"Trimethoprim";"u";;;999,0;999,0;2,0;3,0;;
2101,0;"Verapamil";"Verapamil";"u";;;999,0;999,0;;20,0;;
2118,0;"Albumin im Urin";"Albumin im Urin";"u";;;999,0;999,0;;20,0;;
2127,0;"Amylase im Urin";"Amylase im Urin";"u";;;999,0;999,0;;490,0;;
2147,0;"Calcium im Urin";"Calcium im Urin";"u";;;999,0;999,0;1,0;4,0;;
2184,0;"Galaktose im Urin";"Galaktose im Urin";"u";;;999,0;999,0;;1,0;"";""
2201,0;"IgG im Urin";"IgG im Urin";"u";;;999,0;999,0;;0,8;;
2222,0;"Natrium im Urin";"Natrium im Urin";"u";;;999,0;999,0;40,0;220,0;;
2227,0;"Viskosität relativ)";"Viskosität relativ";"u";;;999,0;999,0;120,0;230,0;;
2228,0;"Oestriol";"Oestriol";"u";;;999,0;999,0;;;;
2229,0;"Amikacin";"Amikacin im Serum";"u";;;999,0;999,0;;;"s. Text";
2230,0;"freies Testosteron";"freies Testosteron im Serum";"u";;;999,0;999,0;;;;
2231,0;"beta-Carotin";"beta-Carotin";"u";;;999,0;999,0;;;;
2234,0;"TPS";"TPS";"u";;;999,0;999,0;;;;
2235,0;"Ak g. Einzelstrang-D";"Ak g. Einzelstrang-DNS (ss-DNS)";"u";;;999,0;999,0;;;;
2236,0;"AP-Isoenzyme";"AP-Isoenzyme im Serum";"u";;;999,0;999,0;;;;
2237,0;"Somatomendin C";"Somatomendin C";"u";;;999,0;999,0;;;;
2238,0;"Ak g. Jejunum (IgA)";"Ak g. Jejunum (IgA)";"u";;;999,0;999,0;;;;
2239,0;"Ak g. Elastase";"Ak g. Elastase";"u";;;999,0;999,0;;;;
2240,0;"Cadmium i.Blut";"Cadmium i.Blut";"u";;;999,0;999,0;;;;
2241,0;"Ak g. Oozyten";"Ak g. Oozyten";"u";;;999,0;999,0;;;;
2243,0;"LDH-Isoenzyme";"LDH-Isoenzyme im Serum";"u";;;999,0;999,0;;;;
2244,0;"Ak g. Neuronen-Kerne";"Ak g. Neuronen-Kerne";"u";;;999,0;999,0;;;;
2245,0;"Ak g. Zentromere";"Ak g. Zentromere";"u";;;999,0;999,0;;;;
2246,0;"Ak g. Histone";"Ak g. Histone";"u";;;999,0;999,0;;;;
2247,0;"Thallium";"Thallium";"u";;;999,0;999,0;;;;
2248,0;"Carnitin";"Carnitin im Serum";"u";;;999,0;999,0;;;;
2249,0;"Ak g. epidermale Bas";"Ak g. epidermale Basalmembran";"u";;;999,0;999,0;;;;
2250,0;"Ak g. Sperma";"Ak g. Sperma";"u";;;999,0;999,0;;;;
2251,0;"Ak g. Speicheldrüsen";"Ak g. Speicheldrüsen";"u";;;999,0;999,0;;;;
2252,0;"Fibronectin";"Fibronectin im EDTA-Plasma";"u";;;999,0;999,0;;;;
2253,0;"Ak g. Tränendrüsenga";"Ak g. Tränendrüsengangepithel";"u";;;999,0;999,0;;;;
2254,0;"Ak g. Stachelzelldes";"Ak g. Stachelzelldesmosomen";"u";;;999,0;999,0;;;;
2255,0;"Ak g. Myelin-assozii";"Ak g. Myelin-assoziiertes Glykoprotein";"u";;;999,0;999,0;;;;
2269,0;"C100 (p)";"C100 (p)";"u";;;999,0;999,0;;;"negativ";
2270,0;"C33 C";"C33 C";"u";;;999,0;999,0;;;"negativ";
2271,0;"C22 (p)";"C22 (p)";"u";;;999,0;999,0;;;"negativ";
2274,0;"Toxoplasmose IFT";"Toxoplasmose IFT";"u";;;999,0;999,0;;;"negativ";
2279,0;"Entamoeba histolytic";"Entamoeba histolytica (IFT)";"u";;;999,0;999,0;;;"< 1:20";
2286,0;"Borrelien-PHA im Liq";"Borrelien-PHA im Liquor";"u";;;999,0;999,0;;;;
2295,0;"Cross Match";"Cross Match";"u";;;999,0;999,0;;;;
2296,0;"PAP";"PAP";"u";;;999,0;999,0;;2,0;;
2297,0;"HBDH";"HBDH";"u";;;999,0;999,0;;;;
2298,0;"GLDH";"GLDH im Serum";"u";;;999,0;999,0;;;;
2325,0;"Hämosiderin";"Hämosiderin im Urin";"u";;;999,0;999,0;;;;
2328,0;"Progesteron";"Progesteron";"m";7,0;;;0,1;0,3;3,9;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
2328,0;"Progesteron";"Progesteron";"m";15,0;;;0,2;0,3;2,6;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
2328,0;"Progesteron";"Progesteron";"m";;;4,0;4,0;0,1;1,1;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
2328,0;"Progesteron";"Progesteron";"m";;;7,0;7,0;0,1;2,7;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
2328,0;"Progesteron";"Progesteron";"m";;;9,0;9,0;0,2;1,1;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
2328,0;"Progesteron";"Progesteron";"m";;;11,0;11,0;0,1;1,2;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
2328,0;"Progesteron";"Progesteron";"m";;;12,0;12,0;0,2;1,1;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
2328,0;"Progesteron";"Progesteron";"m";;;13,0;13,0;0,3;1,6;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
2328,0;"Progesteron";"Progesteron";"m";;;14,0;14,0;0,4;1,5;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
2328,0;"Progesteron";"Progesteron";"m";;;15,0;15,0;0,3;1,3;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
2328,0;"Progesteron";"Progesteron";"m";;;16,0;16,0;0,6;3,0;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
2328,0;"Progesteron";"Progesteron";"m";;;17,0;17,0;0,7;4,6;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
2328,0;"Progesteron";"Progesteron";"m";;;18,0;18,0;0,7;2,2;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
2328,0;"Progesteron";"Progesteron";"m";;;20,0;20,0;1,2;3,0;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
2328,0;"Progesteron";"Progesteron";"w";7,0;;;0,1;0,3;3,1;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
2328,0;"Progesteron";"Progesteron";"w";15,0;;;0,2;0,3;2,6;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
2328,0;"Progesteron";"Progesteron";"w";;;4,0;4,0;0,1;1,0;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
2328,0;"Progesteron";"Progesteron";"w";;;7,0;7,0;0,1;1,1;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
2328,0;"Progesteron";"Progesteron";"w";;;9,0;9,0;0,3;1,1;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
2328,0;"Progesteron";"Progesteron";"w";;;11,0;11,0;0,1;1,1;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
2328,0;"Progesteron";"Progesteron";"w";;;12,0;12,0;0,3;0,9;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
2328,0;"Progesteron";"Progesteron";"w";;;13,0;13,0;0,5;1,9;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
2328,0;"Progesteron";"Progesteron";"w";;;14,0;14,0;0,4;1,5;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
2328,0;"Progesteron";"Progesteron";"w";;;15,0;15,0;0,5;13,1;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
2328,0;"Progesteron";"Progesteron";"w";;;16,0;16,0;0,5;14,4;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
2328,0;"Progesteron";"Progesteron";"w";;;17,0;17,0;0,6;14,8;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
2328,0;"Progesteron";"Progesteron";"w";;;18,0;18,0;0,7;13,0;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
2328,0;"Progesteron";"Progesteron";"w";;;20,0;20,0;1,2;13,6;;"Thomas, Labor und Diagnose, 8. Auflage, TH-Books Frankfurt/Main, 2012"
2328,0;"Progesteron";"Progesteron";"u";;;999,0;999,0;;;;
2328,0;"Progesteron";"Progesteron";"m";;;999,0;999,0;0,1;1,4;;
2328,0;"Progesteron";"Progesteron";"w";;;999,0;999,0;3,8;15,5;;
2329,0;"OPIAT-S";"Opiate";"u";;;999,0;999,0;;;;
2331,0;"Blut im Stuhl";"Blut im Stuhl";"u";;;999,0;999,0;;;"negativ";
2332,0;"Blut 2  im Stuhl";"Blut im Stuhl (Probe 2)";"u";;;999,0;999,0;;;"negativ";
2333,0;"Blut 3 im Stuhl";"Blut im Stuhl (Probe 3)";"u";;;999,0;999,0;;;"negativ";
2337,0;"Laktat im Stuhl";"Laktat im Stuhl";"u";;;999,0;999,0;;10,0;;
2340,0;"Vigabatrin (Sabil)";"Vigabatrin (Sabil)";"u";;;999,0;999,0;2,0;10,0;;
2341,0;"Benzodiazepine";"Benzodiazepine";"u";;;999,0;999,0;;;;
2342,0;"Phospholipase A";"Phospholipase A";"u";;;999,0;999,0;;;;
2344,0;"Bremse";"Bremse";"u";;;999,0;999,0;;;;
2345,0;"Feldwespe (Polistes";"Feldwespe (Polistes apachus)";"u";;;999,0;999,0;;;;
2346,0;"Langkopfwespe (Dolic";"Langkopfwespe (Dolichovespula";"u";;;999,0;999,0;;;;
2347,0;"Langkopfwespe (Dolic";"Langkopfwespe (Dolichovespula";"u";;;999,0;999,0;;;;
2348,0;"Papierwespe, Gift";"Papierwespe, Gift";"u";;;999,0;999,0;;;;
2377,0;"Beta-HCG sens.";"Beta-HCG sensitiv";"u";;;999,0;999,0;;5,0;;
2391,0;"Gerstenmehl";"Gerstenmehl";"u";;;999,0;999,0;;;;
2432,0;"Formaldehyd";"Formaldehyd";"u";;;999,0;999,0;;;;
2435,0;"Acetylcholinesterase";"Acetylcholinesterase";"u";;;999,0;999,0;;;;
2439,0;"Ciprofloxacin";"Ciprofloxacin";"u";;;999,0;999,0;;;;
2461,0;"PTT";"PTT aus Hämofiltrat";"u";;;999,0;999,0;25,0;38,0;;
2462,0;"Gesamteiweiß im Liqu";"Gesamteiweiß im Liquor";"u";;;999,0;999,0;;;;
2463,0;"monoklonaler Ig-Typ";"monoklonaler Ig-Typ 2";"u";;;999,0;999,0;;;;
2467,0;"IgG im Liquor";"IgG im Liquor";"u";;;999,0;999,0;;4,0;;
2471,0;"Albumin im Serum";"Albumin im Serum";"u";;;999,0;999,0;3,5;5,5;;
2471,0;"Albumin im Serum";"Albumin im Serum";"u";14,0;;;0,2;2,5;4,5;"";
2471,0;"Albumin im Serum";"Albumin im Serum";"u";;;6,0;6,0;3,6;5,2;"";
2472,0;"Albumin Quotient";"Albumin Quotient";"u";;;999,0;999,0;;;;
2480,0;"monoklonaler Ig-Typ";"monoklonaler Ig-Typ 2";"u";;;999,0;999,0;;;;
2481,0;"Renin";"Renin";"u";;;999,0;999,0;;;;
2483,0;"Cannabinoide";"Cannabinoide";"u";;;999,0;999,0;;;;
2489,0;"Amphetamine polyclon";"Amphetamine polyclonal";"u";;;999,0;999,0;;;;
2493,0;"IgE";"IgE";"u";;;999,0;999,0;;200,0;;
2494,0;"Bemerkung";"Bemerkung";"u";;;999,0;999,0;;;;
2496,0;"Albumin-Quotient";"Albumin-Quotient";"u";;;999,0;999,0;;;;
2507,0;"IgA im Liquor";"IgA im Liquor";"u";;;999,0;999,0;;;;
2508,0;"IgA % im Liquor";"IgA % im Liquor";"u";;;999,0;999,0;;;;
2513,0;"Beta-HCG sens.";"Beta-HCG sens.";"u";;;999,0;999,0;;5,0;;
2514,0;"B-2-Transferrin";"B-2-Transferrin im Nasenesekret";"u";;;999,0;999,0;;;;
2515,0;"Creatinin im Dialysa";"Creatinin im Dialysat";"u";;;999,0;999,0;;;;
2516,0;"Albumin i.Urin";"Albumin i.Urin";"u";;;999,0;999,0;;20,0;;
2517,0;"Albumin i.Urin / min";"Albumin i.Urin / min";"u";;;999,0;999,0;;21,0;;
2534,0;"(CD41)";"(CD41)";"u";;;999,0;999,0;70,0;120,0;;
