TEST_NR;NAME_KURZ_10;NAME_LANG;NAME_BEFUND_LANG;GUELTIG_AB;EINHEIT_NAME;NORMALWERT_VON;NORMALWERT_BIS;BEURTEILUNG;ARBEITSPLATZ_BEZ
271;C3_KOMPL;Komplementfaktor C3;Komplementfaktor C3;07.02.2003;g/l;0,9;1,8;;Chemie
272;C4_KOMPL;Komplementfaktor C4;Komplementfaktor C4;07.02.2003;g/l;0,1;0,4;;Chemie
274;S_TY_O_A;Salmonella typhi O/H;S. typhi O/H-Antigen (Aggl);07.02.2003;Titer;;;< 1: 200;Infektserologie
275;S_PT_A_A;Salmonella paratyphi;S. paratyphi A O-Antigen (Aggl);07.02.2003;Titer;;;< 1: 200;Infektserologie
276;S_PT_B_A;Salmonella paratyphi;S. paratyphi B O-Antigen (Aggl);07.02.2003;Titer;;;< 1: 200;Infektserologie
277;S_PT_C_A;Salmonella paratyphi;S. paratyphi C O-Antigen (Aggl);07.02.2003;Titer;;;< 1: 200;Infektserologie
278;S_PTMU_A;Salmonella typhimuri;S. typhimurium (Aggl);07.02.2003;Titer;;;< 1: 200;Infektserologie
279;S_ENT_A;Salmonella enteritid;S. enteritidis (Aggl);07.02.2003;Titer;;;< 1: 200;Infektserologie
280;CHLAM_A;Chlamydia-IgA;Chlamydia-IgA;07.02.2003;Titer;;;< 1: 50;Infektserologie
281;CHLAM_G;Chlamydia-IgG;Chlamydia-IgG;07.02.2003;Titer;;;< 1: 100;Infektserologie
282;CHLAM_M;Chlamydia-IgM;Chlamydia-IgM;07.02.2003;Titer;;;< 1: 50;Infektserologie
284;ASK;Antistreptokinase (A;Anti-Streptokinase (ASK);07.02.2003;Titer;;;< 1: 640;Proteine
285;AHY;Anti-Hyaluronidase;Anti-Hyaluronidase;07.02.2003;E/ml;;300;;Proteine
286;ASL;Antistreptolysin (AS;Anti-Streptolysin-O (ASL);07.02.2003;U/ml;;200;;Chemie
290;EBV_G;EBV IgG - VCA (CLIA);EBV IgG - VCA (CLIA);07.02.2003;E/ml;;;negativ;Infektserologie
291;EBV_M;EBV IgM (CLIA);EBV IgM (CLIA);07.02.2003;E/ml;;;negativ;Infektserologie
292;EBV;Epstein-Barr-Virus;Epstein-Barr-Virus;07.02.2003;;;;;Infektserologie
295;HSV_M;HSV IgM (CLIA);HSV IgM (CLIA);07.02.2003;;;;negativ;Infektserologie
296;AMA;Antimitochondriale A;Mitochondrien (AMA);07.02.2003;Titer;;;< 1: 20;Autoantikörper
298;SKELETT;Ak g. Skelettmuskula;Ak g. Skelettmuskulatur;07.02.2003;Titer;;;< 1: 10;Versand
299;ACLA;ACLA_IgG;Cardiolipin (IgG);07.02.2003;U/ml;;14;;Autoantikörper
300;A_CARDAK;A-Cardiolipin-AK/Pho;A-Cardiolipin-AK/Phosphol. (ACLA);07.02.2003;;;;;Autoantikörper
301;IGE;IgE;IgE;07.02.2003;IU/ml;;300;;Chemie
301;IGE;IgE;IgE;07.02.2003;IU/ml;;330;;Chemie
301;IGE;IgE;IgE;07.02.2003;IU/ml;;100;;Chemie
301;IGE;IgE;IgE;07.02.2003;IU/ml;;25;;Chemie
301;IGE;IgE;IgE;07.02.2003;IU/ml;;150;;Chemie
302;FAKXII;Faktor XII;Faktor XII;07.02.2003;%;70;130;;Gerinnung Faktoren
302;FAKXII;Faktor XII;Faktor XII;07.02.2003;%;39;115;;Gerinnung Faktoren
302;FAKXII;Faktor XII;Faktor XII;07.02.2003;%;25;109;;Gerinnung Faktoren
302;FAKXII;Faktor XII;Faktor XII;07.02.2003;%;17;81;;Gerinnung Faktoren
302;FAKXII;Faktor XII;Faktor XII;07.02.2003;%;11;83;;Gerinnung Faktoren
302;FAKXII;Faktor XII;Faktor XII;07.02.2003;%;13;93;;Gerinnung Faktoren
303;PROT-S;Protein S;Protein S freies Antigen;07.02.2003;%;72;126;;Gerinnung Thrombophi
303;PROT-S;Protein S;Protein S freies Antigen;07.02.2003;%;56;126;;Gerinnung Thrombophi
303;PROT-S;Protein S;Protein S freies Antigen;07.02.2003;%;;;;Gerinnung Thrombophi
303;PROT-S;Protein S;Protein S freies Antigen;07.02.2003;%;14;38;;Gerinnung Thrombophi
303;PROT-S;Protein S;Protein S freies Antigen;07.02.2003;%;55;119;;Gerinnung Thrombophi
303;PROT-S;Protein S;Protein S freies Antigen;07.02.2003;%;40;112;;Gerinnung Thrombophi
303;PROT-S;Protein S;Protein S freies Antigen;07.02.2003;%;22;90;;Gerinnung Thrombophi
303;PROT-S;Protein S;Protein S freies Antigen;07.02.2003;%;14;38;;Gerinnung Thrombophi
303;PROT-S;Protein S;Protein S freies Antigen;07.02.2003;%;13;61;;Gerinnung Thrombophi
303;PROT-S;Protein S;Protein S freies Antigen;07.02.2003;%;40;112;;Gerinnung Thrombophi
303;PROT-S;Protein S;Protein S freies Antigen;07.02.2003;%;14;38;;Gerinnung Thrombophi
303;PROT-S;Protein S;Protein S freies Antigen;07.02.2003;%;13;61;;Gerinnung Thrombophi
303;PROT-S;Protein S;Protein S freies Antigen;07.02.2003;%;13;61;;Gerinnung Thrombophi
303;PROT-S;Protein S;Protein S freies Antigen;07.02.2003;%;55;119;;Gerinnung Thrombophi
303;PROT-S;Protein S;Protein S freies Antigen;07.02.2003;%;55;119;;Gerinnung Thrombophi
303;PROT-S;Protein S;Protein S freies Antigen;07.02.2003;%;40;112;;Gerinnung Thrombophi
303;PROT-S;Protein S;Protein S freies Antigen;07.02.2003;%;22;90;;Gerinnung Thrombophi
303;PROT-S;Protein S;Protein S freies Antigen;07.02.2003;%;22;90;;Gerinnung Thrombophi
304;PROT-C;Protein C;Protein C-Aktivität;07.02.2003;%;37;81;;Gerinnung Thrombophi
304;PROT-C;Protein C;Protein C-Aktivität;07.02.2003;%;17;53;;Gerinnung Thrombophi
304;PROT-C;Protein C;Protein C-Aktivität;07.02.2003;%;70;140;;Gerinnung Thrombophi
304;PROT-C;Protein C;Protein C-Aktivität;07.02.2003;%;20;64;;Gerinnung Thrombophi
304;PROT-C;Protein C;Protein C-Aktivität;07.02.2003;%;21;65;;Gerinnung Thrombophi
304;PROT-C;Protein C;Protein C-Aktivität;07.02.2003;%;28;80;;Gerinnung Thrombophi
305;APC-R;APC-Resistenz-Index;APC-Resistenz-Index;07.02.2003;;2,2;;;Gerinnung Thrombophi
306;LUPUS-A;Lupus Antikoagulanti;Lupus Antikoagulantien;07.02.2003;;;;negativ;Gerinnung Thrombophi
307;KRYOGLOB;Kryoglobuline;Kryoglobuline im Serum (37 Grad);07.02.2003;%;0;0,4;;Versand
308;MS1;Schimmelpilze;Schimmelpilze;07.02.2003;AU/ml;;;;Allergie/löschen
309;MS2;Aspergilli I;Aspergilli I;07.02.2003;AU/ml;;;;Allergie/löschen
310;MS3;Aspergilli II;Aspergilli II;07.02.2003;AU/ml;;;;Allergie/löschen
311;MS4;Penicillia;Penicillia;07.02.2003;AU/ml;;;;Allergie/löschen
312;US12;Umwelt-Screen II;Umwelt-Screen II;07.02.2003;AU/ml;;;;Allergie/löschen
313;DD70;Acarus siro (Vorrats;Acarus siro (Vorratsmilbe);07.02.2003;AU/ml;;;;Allergie/löschen
314;DD2;Dermatophagoides far;Dermatophagoides farinae (DD2);07.02.2003;AU/ml;;;;Allergie/löschen
315;DD1;Dermatophagoides pte;Dermatophagoides pteron. (DD1);07.02.2003;AU/ml;;;;Allergie/löschen
316;EE1;Katzen-Epithelien;Katzen-Epithelien;07.02.2003;AU/ml;;;;Allergie/löschen
317;FF17;Haselnuß;Haselnuß;07.02.2003;AU/ml;;;;Allergie/löschen
318;UU85;Latex;Latex;07.02.2003;AU/ml;;;;Allergie/löschen
320;HAV_G;Anti-HAV-IgG;Anti-HAV IgG;07.02.2003;;;;negativ;Infektserologie
323;LIS_1O_A;Listerien, Typ 1 O-A;Typ 1 O-Antigen (Aggl);07.02.2003;Titer;;;< 1: 320;Infektserologie
324;LIS_1H_A;Listerien, Typ 1 H-A;Typ 1 H-Antigen (Aggl);07.02.2003;Titer;;;< 1: 320;Infektserologie
325;LIS_4O_A;Listerien, Typ 4B O-;Typ 4B O-Antigen (Aggl);07.02.2003;Titer;;;< 1: 320;Infektserologie
326;LIS_4H_A;Listerien, Typ 4B H-;Typ 4B H-Antigen (Aggl);07.02.2003;Titer;;;< 1: 320;Infektserologie
327;NH3;Ammoniak (NH 3);Ammoniak (NH 3);07.02.2003;µmol/l;16;53;;Chemie
327;NH3;Ammoniak (NH 3);Ammoniak (NH 3);07.02.2003;µmol/l;;96;;Chemie
327;NH3;Ammoniak (NH 3);Ammoniak (NH 3);07.02.2003;µmol/l;;50;;Chemie
327;NH3;Ammoniak (NH 3);Ammoniak (NH 3);07.02.2003;µmol/l;;32;;Chemie
329;METHD-U;METHD-U;Methadon;07.02.2003;ng/ml;;;;Toxikologie
330;muell;muell;Barbiturate;07.02.2003;;;;;Toxikologie
331;FSH;FSH;FSH;07.02.2003;mU/ml;;1,3;;Chemie
331;FSH;FSH;FSH;07.02.2003;mU/ml;;;;Chemie
331;FSH;FSH;FSH;07.02.2003;mU/ml;;;;Chemie
331;FSH;FSH;FSH;07.02.2003;mU/ml;;;;Chemie
331;FSH;FSH;FSH;07.02.2003;mU/ml;1,3;5;;Chemie
331;FSH;FSH;FSH;07.02.2003;mU/ml;2,2;10,1;;Chemie
331;FSH;FSH;FSH;07.02.2003;mU/ml;;;;Chemie
331;FSH;FSH;FSH;07.02.2003;mU/ml;1,3;20;;Chemie
331;FSH;FSH;FSH;07.02.2003;mU/ml;;;;Chemie
331;FSH;FSH;FSH;07.02.2003;mU/ml;4,5;22,5;;Chemie
331;FSH;FSH;FSH;07.02.2003;mU/ml;;0,3;;Chemie
331;FSH;FSH;FSH;07.02.2003;mU/ml;;;;Chemie
331;FSH;FSH;FSH;07.02.2003;mU/ml;0,5;5;;Chemie
331;FSH;FSH;FSH;07.02.2003;mU/ml;0,4;4,6;;Chemie
331;FSH;FSH;FSH;07.02.2003;mU/ml;1,4;9,3;;Chemie
331;FSH;FSH;FSH;07.02.2003;mU/ml;0,4;2;;Chemie
331;FSH;FSH;FSH;07.02.2003;mU/ml;1,4;7,5;;Chemie
332;LH;LH;LH;07.02.2003;mU/ml;;0,07;;Chemie
332;LH;LH;LH;07.02.2003;mU/ml;;;;Chemie
332;LH;LH;LH;07.02.2003;mU/ml;;;;Chemie
332;LH;LH;LH;07.02.2003;mU/ml;;;;Chemie
332;LH;LH;LH;07.02.2003;mU/ml;;;;Chemie
332;LH;LH;LH;07.02.2003;mU/ml;;0,2;;Chemie
332;LH;LH;LH;07.02.2003;mU/ml;;0,4;;Chemie
332;LH;LH;LH;07.02.2003;mU/ml;;;;Chemie
332;LH;LH;LH;07.02.2003;mU/ml;;;;Chemie
332;LH;LH;LH;07.02.2003;mU/ml;;;;Chemie
332;LH;LH;LH;07.02.2003;mU/ml;8,7;76,2;;Chemie
332;LH;LH;LH;07.02.2003;mU/ml;1,5;9,3;;Chemie
332;LH;LH;LH;07.02.2003;mU/ml;;;;Chemie
332;LH;LH;LH;07.02.2003;mU/ml;1;52,2;;Chemie
332;LH;LH;LH;07.02.2003;mU/ml;1;7,1;;Chemie
332;LH;LH;LH;07.02.2003;mU/ml;;;;Chemie
332;LH;LH;LH;07.02.2003;mU/ml;;11,8;;Chemie
332;LH;LH;LH;07.02.2003;mU/ml;;2,9;;Chemie
332;LH;LH;LH;07.02.2003;mU/ml;;;;Chemie
332;LH;LH;LH;07.02.2003;mU/ml;1,2;8,6;;Chemie
332;LH;LH;LH;07.02.2003;mU/ml;19,2;103;;Chemie
333;PROLAKT;Prolaktin;Prolaktin;07.02.2003;ng/ml;;;;Chemie
333;PROLAKT;Prolaktin;Prolaktin;07.02.2003;ng/ml;;;;Chemie
333;PROLAKT;Prolaktin;Prolaktin;07.02.2003;ng/ml;2,6;13,1;;Chemie
333;PROLAKT;Prolaktin;Prolaktin;07.02.2003;ng/ml;;;;Chemie
333;PROLAKT;Prolaktin;Prolaktin;07.02.2003;ng/ml;3,3;26,7;;Chemie
334;ZN;Zink;Zink;06.02.2003;µg/dl;40,6;99,7;;Toxikologie
334;ZN;Zink;Zink;06.02.2003;µg/dl;62,6;110;;Toxikologie
334;ZN;Zink;Zink;06.02.2003;µg/dl;62,6;110;;Toxikologie
334;ZN;Zink;Zink;06.02.2003;µg/dl;62,6;110;;Toxikologie
334;ZN;Zink;Zink;06.02.2003;µg/dl;70;114;;Toxikologie
334;ZN;Zink;Zink;06.02.2003;µg/dl;;;;Toxikologie
334;ZN;Zink;Zink;06.02.2003;µg/dl;40,6;99,7;;Toxikologie
334;ZN;Zink;Zink;06.02.2003;µg/dl;40,6;99,7;;Toxikologie
334;ZN;Zink;Zink;06.02.2003;µg/dl;72,6;127;;Toxikologie
335;ASTA_L;Antistaphylolysin (A;Anti-Staphylolysin (ASTA);07.02.2003;U/ml;;2;;Infektserologie
336;CA19_9_A;CA 19-9;CA 19-9 alt;07.02.2003;U/ml;;37;;Tumormarker
337;CA19_9;CA 19-9;CA 19-9;07.02.2003;U/ml;;35;;Chemie
339;HDV;Anti-HDV;Ak g. HDV;07.02.2003;;;;negativ;Versand
340;DELTA%0;"DOB=""""delta over bas";DOB='delta over baseline';07.02.2003;‰;;4;;Chemie
341;FARBE LI;Aussehen;Aussehen;07.02.2003;;;;;Liquor
342;GES.Z LI;Zellzahl gesamt;Zellzahl gesamt;07.02.2003;/3 Zellen;;15;;Liquor
342;GES.Z LI;Zellzahl gesamt;Zellzahl gesamt;07.02.2003;/3 Zellen;;5;;Liquor
343;LYMPH LI;Lymphozyten;Lymphozyten;07.02.2003;/3 Zellen;;5;;Liquor
343;LYMPH LI;Lymphozyten;Lymphozyten;07.02.2003;/3 Zellen;;15;;Liquor
344;GRANU LI;Granulozyten;Granulozyten;07.02.2003;/3 Zellen;;3;;Liquor
344;GRANU LI;Granulozyten;Granulozyten;07.02.2003;/3 Zellen;;1;;Liquor
351;TOXO_A;Toxoplasma IgA (IFT);Toxoplasma IgA (IFT);07.02.2003;;;;negativ;Infektserologie
352;HIT-TEST;HIT-AK;HIT-Antikörper;07.02.2003;;;;;Gerinnung
354;VIT B1;Vitamin B1 (Thiamin);Vitamin B1 (Thiamin);07.02.2003;µg/l;;;;Toxikologie
354;VIT B1;Vitamin B1 (Thiamin);Vitamin B1 (Thiamin);07.02.2003;µg/l;33,1;;;Toxikologie
355;VIT B6;Vitamin B6 (Pyridoxa;Vitamin B6 (PLP);07.02.2003;µg/l;;;;Toxikologie
355;VIT B6;Vitamin B6 (Pyridoxa;Vitamin B6 (PLP);07.02.2003;µg/l;5,7;;;Toxikologie
357;NSE;NSE;NSE;07.02.2003;ng/ml;;12,5;;Infektserologie
358;FK 506;FK 506;Tacrolimus (FK 506);07.02.2003;ng/ml;4;15;;Toxikologie
359;DIPH_T_G;Diphtherie-Toxin;Diphtherie-Toxoid (EIA);07.02.2003;mIE/ml;;;immun > 1000;Infektserologie
360;ROET_G;Röteln IgG (CLIA);Röteln IgG (CLIA);07.02.2003;IU/ml;;;Immun > 15;Chemie
362;VZV_G;VZV IgG (CLIA);VZV IgG (CLIA);07.02.2003;mlU/ml;;;Immun > 100;Infektserologie
366;PERT_A;Pertussis-IgA;B. Pertussis IgA (Blot);07.02.2003;;;;;Infektserologie
367;PERT_G;Pertussis-IgG;B. Pertussis IgG (Blot);07.02.2003;;;;;Infektserologie
368;PERT_M;Pertussis-IgM;B. Pertussis IgM (Blot);07.02.2003;;;;;Infektserologie
368;PERT_M;Pertussis-IgM;B. Pertussis IgM (Blot);07.02.2003;;;9;;Infektserologie
369;MAV_G;Masern IgG (CLIA);Masern IgG (CLIA);07.02.2003;AU/ml;;;Immun > 16,5;Infektserologie
371;PSA_F_A;Freies PSA;Freies PSA alt;07.02.2003;ng/ml;;;;Tumormarker
371;PSA_F_A;Freies PSA;Freies PSA alt;07.02.2003;ng/ml;;1;;Tumormarker
372;PSA_F/G2_A;PSA frei/gesamt;PSA frei/gesamt alt;07.02.2003;;0,1;1;;Tumormarker
373;LA-PL;Laktat i. Plasma;Laktat i. Plasma;07.02.2003;mmol/l;0,5;2,2;;Chemie
375;SH_SO_A;Shigella sonnei;S. sonnei (Aggl);07.02.2003;Titer;;;< 1: 200;Infektserologie
376;SH_D1_A;Shigella dysenteriae;S. dysenteriae I (Aggl);07.02.2003;Titer;;;< 1: 200;Infektserologie
377;SH_D2_A;Shigella dysenteriae;S. dysenteriae II (Aggl);07.02.2003;Titer;;;< 1: 200;Infektserologie
378;SH_FL_A;Shigella flexneri;S. flexneri (Aggl);07.02.2003;Titer;;;< 1: 200;Infektserologie
380;CB_JEJ_K;C. jejunii KBR;C. jejunii (KBR);07.02.2003;Titer;;;< 1: 20;Infektserologie
381;CB_FET_K;C. fetus KBR;C. fetus (KBR);07.02.2003;Titer;;;< 1: 20;Infektserologie
382;FTYP4;FTYP4;FTYP4;07.02.2003;;;;;Chemie
383;VANCO;Vancomycin;Vancomycin;07.02.2003;µg/ml;5;10;;Chemie
384;LITHIUM;Lithium im Serum;Lithium;07.02.2003;mmol/l;0,5;1;;Chemie
385;PROMY;Promyelozyten;Promyelozyten;07.02.2003;%;;0;;Hämatologie
386;MYELO;Myelozyten;Myelozyten;07.02.2003;%;;0;;Hämatologie
387;VALP;Valproinsäure;Valproinsäure;07.02.2003;µg/ml;50;100;;Chemie
388;LYMPH LS;Lymphozyten;Lymphozyten;07.02.2003;%;;;;Liquor
389;NEUT  LS;Neutrophile;Neutrophile;07.02.2003;%;;;;Liquor
390;EOS   LS;Eosinophile;Eosinophile;07.02.2003;%;;;;Liquor
391;MONO  LS;Monozytoide;Monozytoide;07.02.2003;%;;;;Liquor
392;MAKRO LS;Makrophagen;Makrophagen;07.02.2003;%;;;;Liquor
393;RENIN;Renin;Renin;07.02.2003;pg/ml;1,7;23,9;;Infektserologie
395;PHENOBAR;Phenobarbital;Phenobarbital;07.02.2003;µg/ml;15;40;;Chemie
395;PHENOBAR;Phenobarbital;Phenobarbital;07.02.2003;µg/ml;15;40;;Chemie
396;OSMOL-S;Osmolalität i.Serum;Osmolalität im Serum;07.02.2003;mosmol/kg;280;295;;Toxikologie
397;ALB-L;Albumin i.L.;Albumin im Liquor;07.02.2003;mg/dl;;30;;Chemie
399;ALB-L%LI;Albumin % i.L.;Albumin % i.L.;07.02.2003;% v.Ges.Eiw.;50;75;;Liquor
400;IGG-L%LI;IgG % i.L.;IgG % im Liquor;07.02.2003;% v.Ges.Eiw.;;8;;Liquor
401;ALB  %LI;Albumin-Quotient;Albumin-Quotient;07.02.2003;;;;;Liquor
402;IGG  %LI;IgG-Quotient;IgG-Quotient;07.02.2003;;;;;Liquor
403;IG-T1UES;monoklonaler Ig-Typ;monoklonaler Ig-Typ 1;07.02.2003;;;;;Elektrophorese
404;MONK-1SU;monoklonale Konzentr;monoklonale Konzentr.1;07.02.2003;mg/l;;;;Elektrophorese
405;IG-T2UES;monoklonaler Ig-Typ;monoklonaler Ig-Typ 2;07.02.2003;;;;;Elektrophorese
406;MONK-2SU;monoklonale Konzentr;monoklonale Konzentr.2;07.02.2003;mg/l;;;;Elektrophorese
407;METANE-SU;Metanephrine;Metanephrine im Sammelurin;10.02.2003;µg/l;;;;Toxikologie
408;METANE-SU;Metanephrine;Metanephrine;10.02.2003;µg/24h;50;290;;Versand
409;S100;Protein S-100;Protein S-100;10.02.2003;µg/l;;0,15;;Infektserologie
410;BORRE_P;Borrelien-PHA;Borrelien (PHA);10.02.2003;Titer;;;#ÜBERLAUF!;Infektserologie
412;PANKR_E1;Pankreat. Elastase;Pankreatische Elastase 1;10.02.2003;µg/g;;;;Stuhlanalyse
413;CHYMO SS;Chymotrypsin;Chymotrypsin;10.02.2003;U/l;20;;;Versand
414;ST-GEWSS;Stuhlgewicht;Stuhlgewicht (24 h);10.02.2003;g/24h;;;;Stuhlanalyse
415;FETT %SS;Stuhlfett %;Stuhlfett;10.02.2003;g%;;4;;Stuhlanalyse
416;FETT24SS;Stuhlfett/24h;Stuhlfett (24 h);10.02.2003;g/24h;;7;;Stuhlanalyse
417;NS5;NS 5;NS 5;10.02.2003;;;;negativ;Infektserologie
418;NS4;NS 4;NS 4;10.02.2003;;;;negativ;Infektserologie
419;NS3;NS 3;NS 3;10.02.2003;;;;negativ;Infektserologie
420;E2 (Blot);E2;E 2;10.02.2003;;;;negativ;Infektserologie
421;C2 (Inf.);C2;C 2;10.02.2003;;;;negativ;Infektserologie
422;C1 (Inf.);C1;C 1;10.02.2003;;;;negativ;Infektserologie
423;BLUT  SS;Blut im Stuhl;Blut im Stuhl;10.02.2003;;;;negativ;Stuhlanalyse
424;PH    SS;pH;pH;10.02.2003;;6;7,5;;Stuhlanalyse
426;KONSI ST;KONSI ST;KONSI ST;10.02.2003;;;;;Steinanalyse
427;BORR-GL;Borrelien-IgG i.L.;Borrelien-IgG im Liquor;10.02.2003;;;;negativ;Infektserologie
428;BORRB_MB;Borrelien-Blot-IgM;Borrelien-Blot-IgM:;10.02.2003;;;;;Infektserologie
433;MAV_M;Masern IgM (CLIA);Masern IgM (CLIA);10.02.2003;;;;negativ;Infektserologie
438;POLI1_3K;Polioviren 1-3 KBR;Polioviren 1-3 KBR;10.02.2003;Titer;;;< 1: 40;Infektserologie
440;A_LKM;Ak g. Liver-Kidney-M;Mikrosomen (LKM-1);10.02.2003;Titer;;;< 1: 20;Autoantikörper
441;CA72_4;CA 72-4;CA 72-4;10.02.2003;U/ml;;6,9;;Versand
442;EBV_GAVI;EBV-IgG-Avidität;EBV IgG Avidität;10.02.2003;RE/ml;;;Anm. *;Infektserologie
444;VCA_G_I;EBV-VCA-IgG-IFT;VCA IgG (IFT);10.02.2003;Titer;;;< 1: 40;Infektserologie
445;EA_G_I;EBV-EA-IgG-IFT;Early-Antigen IgG (IFT);10.02.2003;Titer;;;< 1: 10;Infektserologie
446;EBNA_G_I;EBV-EBNA-IgG-IFT;EBNA IgG (IFT);10.02.2003;Titer;;;< 1: 10;Infektserologie
447;EBV_M_I;EBV-IgM-IFT;EBV-IgM-IFT;10.02.2003;;;;;Infektserologie
448;VCA_M_I;EBV-VCA-IgM-IFT;VCA IgM (IFT);10.02.2003;Titer;;;< 1: 10;Infektserologie
449;HP;Helicobacter pylori;Helicobacter pylori (EIA);10.02.2003;IE/ml;;10;;Infektserologie
450;HANT_G;Hantavirus-IgG Weste;Hantavirus Westernblot IgG;10.02.2003;;;;negativ;Infektserologie
451;HANT_M;Hantavirus-IgM Weste;Hantavirus Westernblot IgM;10.02.2003;;;;negativ;Infektserologie
453;COX_B1_K;Coxsackie B1 KBR;Coxsackie B1 KBR;10.02.2003;Titer;;;< 1: 40;Infektserologie
454;COX_B2_K;Coxsackie B2 KBR;Coxsackie B2 KBR;10.02.2003;Titer;;;< 1: 40;Infektserologie
455;COX_B3_K;Coxsackie B3 KBR;Coxsackie B3 KBR;10.02.2003;Titer;;;< 1: 40;Infektserologie
456;COX_B4_K;Coxsackie B4 KBR;Coxsackie B4 KBR;10.02.2003;Titer;;;< 1: 40;Infektserologie
457;COX_B5_K;Coxsackie B5 KBR;Coxsackie B5 KBR;10.02.2003;Titer;;;< 1: 40;Infektserologie
458;COX_B6_K;Coxsackie B6 KBR;Coxsackie B6 KBR;10.02.2003;Titer;;;< 1: 40;Infektserologie
459;A_HBE;Anti-HBe;Anti-HBe;10.02.2003;;;;negativ;Chemie
461;A_HBCM;Anti-HBcIgM;Anti-HBc IgM;10.02.2003;;;;negativ;Chemie
463;HBE_AG;HBe Antigen;HBe-Antigen;10.02.2003;;;;negativ;Chemie
465;TREP_G;Treponema IgG-Wester;Treponema IgG (Blot);10.02.2003;;;;negativ;Infektserologie
466;TREP_M;Treponema IgM-Wester;Treponema IgM (Blot);10.02.2003;;;;negativ;Infektserologie
467;CARDIO_K;Cardiolipin KBR;Anti-Cardiolipin (KBR);10.02.2003;Titer;;;< 1: 10;Infektserologie
468;TG;Thyreoglobulin;Thyreoglobulin;10.02.2003;µg/l;2;70;;Infektserologie
468;TG;Thyreoglobulin;Thyreoglobulin;10.02.2003;µg/l;;;;Infektserologie
469;WF;Wiederfindung;Wiederfindung;10.02.2003;;;;;Infektserologie
470;WF%;Wiederfindung %;Wiederfindung %;10.02.2003;%;;;;Infektserologie
470;WF%;Wiederfindung %;Wiederfindung %;10.02.2003;%;70;130;;Infektserologie
471;CHL_P_G;C. pneumoniae IgG;C. pneumoniae IgG (EIA);10.02.2003;RE/ml;;21;;Infektserologie
472;HCV_LB;Anti-HCV (Sanofi);Anti-HCV *;10.02.2003;;;;negativ;Infektserologie
475;CANDI_P;Candida (PHA);Candida (PHA);10.02.2003;Titer;;;< 1: 160;Infektserologie
476;RSV_K;RSV (KBR);RSV (KBR);10.02.2003;Titer;;;< 1: 40;Infektserologie
477;ADENO_K;Adenovirus KBR;Adenovirus (KBR);10.02.2003;Titer;;;< 1: 60;Infektserologie
478;MONO-S;EBV-Mononukleose-Sch;Mononukleose-Schnelltest;10.02.2003;;;;negativ;Infektserologie
479;B-HCG_N;Beta-HCG neu;Beta-HCG neu;10.02.2003;mU/ml;;5;;Immunologie
480;IHS1;Inhalationsscheibe I;Inhalationsscheibe I;10.02.2003;AU/ml;;;;Allergie/löschen
481;IHS2;Inhalationsscheibe I;Inhalationsscheibe II;10.02.2003;AU/ml;;;;Allergie/löschen
482;IHS3;Inhalationsscheibe I;Inhalationsscheibe III;10.02.2003;AU/ml;;;;Allergie/löschen
483;FS16;Nahrungsmittel I;Nahrungsmittel I;10.02.2003;AU/ml;;;;Allergie/löschen
484;FS17;Nahrungsmittel II;Nahrungsmittel II;10.02.2003;AU/ml;;;;Allergie/löschen
485;FS18;Nahrungsmittel III;Nahrungsmittel III;10.02.2003;AU/ml;;;;Allergie/löschen
486;FS19;Nahrungsmittel IV;Nahrungsmittel IV;10.02.2003;AU/ml;;;;Allergie/löschen
487;GLUC-E;Glucose im Hämolysat;Glucose im Hämolysat;10.02.2003;mg/dl;70;120;;Chemie
488;FF290;Milch;Milch;10.02.2003;AU/ml;;;;Allergie/löschen
489;TS15;Bäume (Frühblüher);Bäume (Frühblüher);10.02.2003;AU/ml;;;;Allergie/löschen
490;TS16;Bäume (Spätblüher);Bäume (Spätblüher);10.02.2003;AU/ml;;;;Allergie/löschen
491;TT4;Haselnußstrauch;Haselnußstrauch;10.02.2003;AU/ml;;;;Allergie/löschen
492;EE90;Kanarienvogelfedern;Kanarienvogelfedern;10.02.2003;AU/ml;;;;Allergie/löschen
493;HH1;Greer Labs;Greer Labs;10.02.2003;AU/ml;;;;Allergie/löschen
495;BORRB_GB;Borrelien-Blot-IgG:;Borrelien-Blot-IgG:;10.02.2003;;;;;Infektserologie
496;TRYPTASE;Tryptase;Tryptase;10.02.2003;µg/l;;12,5;;Versand
497;ECP;ECP;ECP;10.02.2003;µg/l;;11,3;;Versand
498;A_LEB_AG;Ak g. Lebermembran A;Ak g. Leber-Membran (LMA);10.02.2003;;;;;Versand
499;SLA;Ak g. Zytokeratin 8/;SLA (Zytokeratin 8/18);10.02.2003;U/ml;;10;;Autoantikörper
500;GLIAD-A;Ak gegen Gliadin;Gliadin (IgA);10.02.2003;U/ml;;12;;Autoantikörper
501;ENDOMYS;Ak g. Endomysium (Ig;Ak. g. Endomysium IgA (IFT);10.02.2003;Titer;;;< 1: 10;Autoantikörper
503;TOXO_G;Toxoplasma IgG (CLIA;Toxoplasma IgG (CLIA);10.02.2003;IU/ml;;10,5;;Chemie
504;TOXO_M;Toxoplasma IgM (CLIA;Toxoplasma IgM (CLIA);10.02.2003;;;;negativ;Chemie
508;ASPER_P;Aspergillus (PHA);Aspergillus (PHA);10.02.2003;Titer;;;< 1: 320;Infektserologie
